,Age,Date,Draft Year,Player,Position,Season,Seasons in league,Team,Weight,Champion,Season Shorts
920,23,"Nov 5, 2012",2009,James Harden,SG,2012-2013,3,Houston Rockets,99,Miami Heat,2013
921,25,"Apr 14, 2014",2009,Jeff Teague,PG,2013-2014,4,Atlanta Hawks,84,San Antonio Spurs,2014
922,28,"Apr 14, 2014",2005,Monta Ellis,G,2013-2014,8,Dallas Mavericks,84,San Antonio Spurs,2014
923,29,"Apr 7, 2014",2004,Al Jefferson,FC,2013-2014,9,Charlotte Bobcats,131,San Antonio Spurs,2014
924,35,"Apr 7, 2014",1998,Dirk Nowitzki,PF,2013-2014,15,Dallas Mavericks,111,San Antonio Spurs,2014
925,23,"Mar 31, 2014",2011,Nikola Vucevic,PF,2013-2014,2,Orlando Magic,118,San Antonio Spurs,2014
926,37,"Mar 31, 2014",1997,Tim Duncan,FC,2013-2014,16,San Antonio Spurs,113,San Antonio Spurs,2014
927,32,"Mar 24, 2014",2001,Joe Johnson,SG,2013-2014,12,Brooklyn Nets,109,San Antonio Spurs,2014
928,25,"Mar 24, 2014",2007,Kevin Durant,SF,2013-2014,6,Oklahoma City Thunder,109,San Antonio Spurs,2014
929,29,"Mar 17, 2014",2004,Al Jefferson,FC,2013-2014,9,Charlotte Bobcats,131,San Antonio Spurs,2014
930,24,"Mar 17, 2014",2009,Blake Griffin,PF,2013-2014,4,Los Angeles Clippers,114,San Antonio Spurs,2014
931,29,"Mar 10, 2014",2003,Carmelo Anthony,F,2013-2014,10,New York Knicks,109,San Antonio Spurs,2014
932,24,"Mar 10, 2014",2009,James Harden,SG,2013-2014,4,Houston Rockets,99,San Antonio Spurs,2014
933,23,"Mar 3, 2014",2010,John Wall,PG,2013-2014,3,Washington Wizards,95,San Antonio Spurs,2014
934,24,"Mar 3, 2014",2009,James Harden,SG,2013-2014,4,Houston Rockets,99,San Antonio Spurs,2014
935,23,"Feb 24, 2014",2011,Kemba Walker,G,2013-2014,2,Charlotte Bobcats,83,San Antonio Spurs,2014
936,25,"Feb 24, 2014",2008,Kevin Love,FC,2013-2014,5,Minnesota Timberwolves,114,San Antonio Spurs,2014
937,21,"Feb 10, 2014",2012,Jared Sullinger,C,2013-2014,1,Boston Celtics,118,San Antonio Spurs,2014
938,25,"Feb 10, 2014",2007,Kevin Durant,SF,2013-2014,6,Oklahoma City Thunder,109,San Antonio Spurs,2014
939,27,"Feb 3, 2014",2006,Kyle Lowry,PG,2013-2014,7,Toronto Raptors,89,San Antonio Spurs,2014
940,27,"Feb 3, 2014",2008,Goran Dragic,G,2013-2014,5,Phoenix Suns,86,San Antonio Spurs,2014
941,29,"Jan 27, 2014",2006,Paul Millsap,FC,2013-2014,7,Atlanta Hawks,111,San Antonio Spurs,2014
942,25,"Jan 27, 2014",2007,Kevin Durant,SF,2013-2014,6,Oklahoma City Thunder,109,San Antonio Spurs,2014
943,23,"Jan 20, 2014",2010,Paul George,GF,2013-2014,3,Indiana Pacers,99,San Antonio Spurs,2014
944,25,"Jan 20, 2014",2007,Kevin Durant,SF,2013-2014,6,Oklahoma City Thunder,109,San Antonio Spurs,2014
945,29,"Jan 13, 2014",2003,Carmelo Anthony,F,2013-2014,10,New York Knicks,109,San Antonio Spurs,2014
946,23,"Jan 13, 2014",2010,DeMarcus Cousins,C,2013-2014,3,Sacramento Kings,122,San Antonio Spurs,2014
947,25,"Jan 6, 2014",2007,Thaddeus Young,F,2013-2014,6,Philadelphia Sixers,100,San Antonio Spurs,2014
948,30,"Jan 6, 2014",2005,David Lee,FC,2013-2014,8,Golden State Warriors,111,San Antonio Spurs,2014
949,29,"Dec 30, 2013",2003,Chris Bosh,PF,2013-2014,10,Miami Heat,106,San Antonio Spurs,2014
950,25,"Dec 30, 2013",2007,Kevin Durant,SF,2013-2014,6,Oklahoma City Thunder,109,San Antonio Spurs,2014
951,32,"Dec 23, 2013",2003,Dwyane Wade,SG,2013-2014,10,Miami Heat,99,San Antonio Spurs,2014
952,24,"Dec 23, 2013",2009,Blake Griffin,PF,2013-2014,4,Los Angeles Clippers,114,San Antonio Spurs,2014
953,21,"Dec 16, 2013",2011,Kyrie Irving,G,2013-2014,2,Cleveland Cavaliers,87,San Antonio Spurs,2014
954,28,"Dec 16, 2013",2006,LaMarcus Aldridge,FC,2013-2014,7,Portland Trail Blazers,118,San Antonio Spurs,2014
955,25,"Dec 9, 2013",2010,Jordan Crawford,G,2013-2014,3,Boston Celtics,88,San Antonio Spurs,2014
956,28,"Dec 9, 2013",2006,LaMarcus Aldridge,FC,2013-2014,7,Portland Trail Blazers,118,San Antonio Spurs,2014
957,29,"Dec 2, 2013",2003,LeBron James,F,2013-2014,10,Miami Heat,113,San Antonio Spurs,2014
958,25,"Dec 2, 2013",2007,Kevin Durant,SF,2013-2014,6,Oklahoma City Thunder,109,San Antonio Spurs,2014
959,23,"Nov 25, 2013",2010,John Wall,PG,2013-2014,3,Washington Wizards,95,San Antonio Spurs,2014
960,28,"Nov 25, 2013",2006,LaMarcus Aldridge,FC,2013-2014,7,Portland Trail Blazers,118,San Antonio Spurs,2014
961,29,"Nov 18, 2013",2003,LeBron James,F,2013-2014,10,Miami Heat,113,San Antonio Spurs,2014
962,24,"Nov 18, 2013",2009,Blake Griffin,PF,2013-2014,4,Los Angeles Clippers,114,San Antonio Spurs,2014
963,23,"Nov 11, 2013",2010,Paul George,GF,2013-2014,3,Indiana Pacers,99,San Antonio Spurs,2014
964,24,"Nov 11, 2013",2011,Markieff Morris,PF,2013-2014,2,Phoenix Suns,111,San Antonio Spurs,2014
965,22,"Nov 4, 2013",2013,Michael Carter-Williams,PG,2013-2014,0,Philadelphia Sixers,86,San Antonio Spurs,2014
966,25,"Nov 4, 2013",2008,Kevin Love,FC,2013-2014,5,Minnesota Timberwolves,114,San Antonio Spurs,2014
967,26,"Apr 13, 2015",2011,Isaiah Thomas,PG,2014-2015,3,Boston Celtics,84,Golden State Warriors,2015
968,38,"Apr 13, 2015",1997,Tim Duncan,FC,2014-2015,17,San Antonio Spurs,113,Golden State Warriors,2015
969,26,"Apr 6, 2015",2008,Brook Lopez,C,2014-2015,6,Brooklyn Nets,121,Golden State Warriors,2015
970,25,"Apr 6, 2015",2009,James Harden,SG,2014-2015,5,Houston Rockets,99,Golden State Warriors,2015
971,26,"Mar 30, 2015",2008,Brook Lopez,C,2014-2015,6,Brooklyn Nets,121,Golden State Warriors,2015
972,26,"Mar 30, 2015",2009,Stephen Curry,G,2014-2015,5,Golden State Warriors,86,Golden State Warriors,2015
973,33,"Mar 23, 2015",2003,Dwyane Wade,SG,2014-2015,11,Miami Heat,99,Golden State Warriors,2015
974,29,"Mar 23, 2015",2005,Chris Paul,PG,2014-2015,9,Los Angeles Clippers,79,Golden State Warriors,2015
975,22,"Mar 16, 2015",2011,Kyrie Irving,G,2014-2015,3,Cleveland Cavaliers,87,Golden State Warriors,2015
976,21,"Mar 16, 2015",2012,Anthony Davis,PF,2014-2015,2,New Orleans Pelicans,114,Golden State Warriors,2015
977,32,"Mar 9, 2015",2003,Mo Williams,G,2014-2015,11,Charlotte Hornets,89,Golden State Warriors,2015
978,26,"Mar 9, 2015",2008,Russell Westbrook,G,2014-2015,6,Oklahoma City Thunder,90,Golden State Warriors,2015
979,26,"Mar 2, 2015",2011,Isaiah Thomas,PG,2014-2015,3,Boston Celtics,84,Golden State Warriors,2015
980,24,"Mar 2, 2015",2012,Damian Lillard,G,2014-2015,2,Portland Trail Blazers,88,Golden State Warriors,2015
981,20,"Feb 9, 2015",2013,Giannis Antetokounmpo,F,2014-2015,1,Milwaukee Bucks,100,Golden State Warriors,2015
982,26,"Feb 9, 2015",2008,Russell Westbrook,G,2014-2015,6,Oklahoma City Thunder,90,Golden State Warriors,2015
983,22,"Feb 2, 2015",2011,Kyrie Irving,G,2014-2015,3,Cleveland Cavaliers,87,Golden State Warriors,2015
984,33,"Feb 2, 2015",2001,Zach Randolph,PF,2014-2015,13,Memphis Grizzlies,118,Golden State Warriors,2015
985,30,"Jan 26, 2015",2003,LeBron James,F,2014-2015,11,Cleveland Cavaliers,113,Golden State Warriors,2015
986,25,"Jan 26, 2015",2011,Klay Thompson,G,2014-2015,3,Golden State Warriors,97,Golden State Warriors,2015
987,28,"Jan 19, 2015",2007,Al Horford,FC,2014-2015,7,Atlanta Hawks,111,Golden State Warriors,2015
988,32,"Jan 19, 2015",2003,Mo Williams,G,2014-2015,11,Minnesota Timberwolves,89,Golden State Warriors,2015
989,24,"Jan 12, 2015",2011,Kemba Walker,G,2014-2015,3,Charlotte Hornets,83,Golden State Warriors,2015
990,25,"Jan 12, 2015",2011,Klay Thompson,G,2014-2015,3,Golden State Warriors,97,Golden State Warriors,2015
991,26,"Jan 5, 2015",2009,Jeff Teague,PG,2014-2015,5,Atlanta Hawks,84,Golden State Warriors,2015
992,26,"Jan 5, 2015",2007,Kevin Durant,SF,2014-2015,7,Oklahoma City Thunder,109,Golden State Warriors,2015
993,25,"Dec 29, 2014",2011,Jimmy Butler,GF,2014-2015,3,Chicago Bulls,104,Golden State Warriors,2015
994,25,"Dec 29, 2014",2009,James Harden,SG,2014-2015,5,Houston Rockets,99,Golden State Warriors,2015
995,28,"Dec 22, 2014",2007,Al Horford,FC,2014-2015,7,Atlanta Hawks,111,Golden State Warriors,2015
996,29,"Dec 22, 2014",2006,LaMarcus Aldridge,FC,2014-2015,8,Portland Trail Blazers,118,Golden State Warriors,2015
997,24,"Dec 15, 2014",2010,John Wall,PG,2014-2015,4,Washington Wizards,95,Golden State Warriors,2015
998,25,"Dec 15, 2014",2009,James Harden,SG,2014-2015,5,Houston Rockets,99,Golden State Warriors,2015
999,28,"Dec 8, 2014",2006,Kyle Lowry,PG,2014-2015,8,Toronto Raptors,89,Golden State Warriors,2015
1000,29,"Dec 8, 2014",2006,LaMarcus Aldridge,FC,2014-2015,8,Portland Trail Blazers,118,Golden State Warriors,2015
1001,30,"Dec 1, 2014",2003,LeBron James,F,2014-2015,11,Cleveland Cavaliers,113,Golden State Warriors,2015
1002,25,"Dec 1, 2014",2009,Blake Griffin,PF,2014-2015,5,Los Angeles Clippers,114,Golden State Warriors,2015
1003,28,"Nov 24, 2014",2005,Lou Williams,G,2014-2015,9,Toronto Raptors,79,Golden State Warriors,2015
1004,24,"Nov 24, 2014",2010,DeMarcus Cousins,C,2014-2015,4,Sacramento Kings,122,Golden State Warriors,2015
1005,30,"Nov 17, 2014",2003,LeBron James,F,2014-2015,11,Cleveland Cavaliers,113,Golden State Warriors,2015
1006,24,"Nov 17, 2014",2012,Damian Lillard,G,2014-2015,2,Portland Trail Blazers,88,Golden State Warriors,2015
1007,30,"Nov 10, 2014",2005,Deron Williams,PG,2014-2015,9,Brooklyn Nets,90,Golden State Warriors,2015
1008,26,"Nov 10, 2014",2009,Stephen Curry,G,2014-2015,5,Golden State Warriors,86,Golden State Warriors,2015
1009,30,"Nov 3, 2014",2003,Chris Bosh,PF,2014-2015,11,Miami Heat,106,Golden State Warriors,2015
1010,25,"Nov 3, 2014",2011,Klay Thompson,G,2014-2015,3,Golden State Warriors,97,Golden State Warriors,2015
1011,31,"Apr 11, 2016",2006,Paul Millsap,FC,2015-2016,9,Atlanta Hawks,111,Cleveland Cavaliers,2016
1012,20,"Apr 11, 2016",2015,Karl-Anthony Towns,C,2015-2016,0,Minnesota Timberwolves,110,Cleveland Cavaliers,2016
1013,31,"Apr 4, 2016",2003,LeBron James,F,2015-2016,12,Cleveland Cavaliers,113,Cleveland Cavaliers,2016
1014,31,"Apr 4, 2016",2006,J.J. Barea,G,2015-2016,9,Dallas Mavericks,84,Cleveland Cavaliers,2016
1015,31,"Mar 28, 2016",2003,LeBron James,F,2015-2016,12,Cleveland Cavaliers,113,Cleveland Cavaliers,2016
1016,26,"Mar 28, 2016",2011,Klay Thompson,G,2015-2016,4,Golden State Warriors,97,Cleveland Cavaliers,2016
1017,29,"Mar 21, 2016",2006,Kyle Lowry,PG,2015-2016,9,Toronto Raptors,89,Cleveland Cavaliers,2016
1018,27,"Mar 21, 2016",2007,Kevin Durant,SF,2015-2016,8,Oklahoma City Thunder,109,Cleveland Cavaliers,2016
1019,25,"Mar 14, 2016",2011,Kemba Walker,G,2015-2016,4,Charlotte Hornets,83,Cleveland Cavaliers,2016
1020,27,"Mar 14, 2016",2009,Stephen Curry,G,2015-2016,6,Golden State Warriors,86,Cleveland Cavaliers,2016
1021,31,"Mar 7, 2016",2003,LeBron James,F,2015-2016,12,Cleveland Cavaliers,113,Cleveland Cavaliers,2016
1022,24,"Mar 7, 2016",2011,Kawhi Leonard,F,2015-2016,4,San Antonio Spurs,104,Cleveland Cavaliers,2016
1023,29,"Feb 29, 2016",2006,Kyle Lowry,PG,2015-2016,9,Toronto Raptors,89,Cleveland Cavaliers,2016
1024,27,"Feb 29, 2016",2009,Stephen Curry,G,2015-2016,6,Golden State Warriors,86,Cleveland Cavaliers,2016
1025,27,"Feb 8, 2016",2011,Isaiah Thomas,PG,2015-2016,4,Boston Celtics,84,Cleveland Cavaliers,2016
1026,30,"Feb 8, 2016",2006,LaMarcus Aldridge,FC,2015-2016,9,San Antonio Spurs,118,Cleveland Cavaliers,2016
1027,34,"Feb 1, 2016",2003,Dwyane Wade,SG,2015-2016,12,Miami Heat,99,Cleveland Cavaliers,2016
1028,27,"Feb 1, 2016",2007,Kevin Durant,SF,2015-2016,8,Oklahoma City Thunder,109,Cleveland Cavaliers,2016
1029,25,"Jan 25, 2016",2011,Kemba Walker,G,2015-2016,4,Charlotte Hornets,83,Cleveland Cavaliers,2016
1030,25,"Jan 25, 2016",2010,DeMarcus Cousins,C,2015-2016,5,Sacramento Kings,122,Cleveland Cavaliers,2016
1031,25,"Jan 18, 2016",2010,John Wall,PG,2015-2016,5,Washington Wizards,95,Cleveland Cavaliers,2016
1032,27,"Jan 18, 2016",2007,Kevin Durant,SF,2015-2016,8,Oklahoma City Thunder,109,Cleveland Cavaliers,2016
1033,31,"Jan 11, 2016",2003,LeBron James,F,2015-2016,12,Cleveland Cavaliers,113,Cleveland Cavaliers,2016
1034,30,"Jan 11, 2016",2005,Chris Paul,PG,2015-2016,10,Los Angeles Clippers,79,Cleveland Cavaliers,2016
1035,27,"Jan 4, 2016",2008,Brook Lopez,C,2015-2016,7,Brooklyn Nets,121,Cleveland Cavaliers,2016
1036,25,"Jan 4, 2016",2012,Draymond Green,F,2015-2016,3,Golden State Warriors,104,Cleveland Cavaliers,2016
1037,32,"Dec 28, 2015",2005,Marcin Gortat,FC,2015-2016,8,Washington Wizards,109,Cleveland Cavaliers,2016
1038,27,"Dec 28, 2015",2008,Russell Westbrook,G,2015-2016,7,Oklahoma City Thunder,90,Cleveland Cavaliers,2016
1039,25,"Dec 21, 2015",2011,Reggie Jackson,G,2015-2016,4,Detroit Pistons,94,Cleveland Cavaliers,2016
1040,24,"Dec 21, 2015",2011,Kawhi Leonard,F,2015-2016,4,San Antonio Spurs,104,Cleveland Cavaliers,2016
1041,26,"Dec 14, 2015",2009,DeMar DeRozan,GF,2015-2016,6,Toronto Raptors,100,Cleveland Cavaliers,2016
1042,27,"Dec 14, 2015",2007,Kevin Durant,SF,2015-2016,8,Oklahoma City Thunder,109,Cleveland Cavaliers,2016
1043,25,"Dec 7, 2015",2011,Reggie Jackson,G,2015-2016,4,Detroit Pistons,94,Cleveland Cavaliers,2016
1044,27,"Dec 7, 2015",2009,Stephen Curry,G,2015-2016,6,Golden State Warriors,86,Cleveland Cavaliers,2016
1045,25,"Nov 30, 2015",2010,Paul George,GF,2015-2016,5,Indiana Pacers,99,Cleveland Cavaliers,2016
1046,27,"Nov 30, 2015",2007,Kevin Durant,SF,2015-2016,8,Oklahoma City Thunder,109,Cleveland Cavaliers,2016
1047,31,"Nov 23, 2015",2003,LeBron James,F,2015-2016,12,Cleveland Cavaliers,113,Cleveland Cavaliers,2016
1048,27,"Nov 23, 2015",2009,Stephen Curry,G,2015-2016,6,Golden State Warriors,86,Cleveland Cavaliers,2016
1049,27,"Nov 16, 2015",2008,Nicolas Batum,F,2015-2016,7,Charlotte Hornets,90,Cleveland Cavaliers,2016
1050,25,"Nov 16, 2015",2010,DeMarcus Cousins,C,2015-2016,5,Sacramento Kings,122,Cleveland Cavaliers,2016
1051,22,"Nov 9, 2015",2012,Andre Drummond,C,2015-2016,3,Detroit Pistons,126,Cleveland Cavaliers,2016
1052,26,"Nov 9, 2015",2009,James Harden,SG,2015-2016,6,Houston Rockets,99,Cleveland Cavaliers,2016
1053,22,"Nov 2, 2015",2012,Andre Drummond,C,2015-2016,3,Detroit Pistons,126,Cleveland Cavaliers,2016
1054,27,"Nov 2, 2015",2009,Stephen Curry,G,2015-2016,6,Golden State Warriors,86,Cleveland Cavaliers,2016
1055,26,"Apr 10, 2017",2010,Paul George,GF,2016-2017,6,Indiana Pacers,100,Golden State Warriors,2017
1056,28,"Apr 10, 2017",2008,Russell Westbrook,G,2016-2017,8,Oklahoma City Thunder,91,Golden State Warriors,2017
1057,27,"Apr 3, 2017",2011,Jimmy Butler,GF,2016-2017,5,Chicago Bulls,105,Golden State Warriors,2017
1058,28,"Apr 3, 2017",2009,Stephen Curry,G,2016-2017,7,Golden State Warriors,86,Golden State Warriors,2017
1059,27,"Mar 27, 2017",2009,DeMar DeRozan,GF,2016-2017,7,Toronto Raptors,100,Golden State Warriors,2017
1060,27,"Mar 27, 2017",2009,James Harden,SG,2016-2017,7,Houston Rockets,100,Golden State Warriors,2017
1061,27,"Mar 20, 2017",2010,Hassan Whiteside,C,2016-2017,4,Miami Heat,120,Golden State Warriors,2017
1062,26,"Mar 20, 2017",2012,Damian Lillard,G,2016-2017,4,Portland Trail Blazers,88,Golden State Warriors,2017
1063,26,"Mar 13, 2017",2010,John Wall,PG,2016-2017,6,Washington Wizards,95,Golden State Warriors,2017
1064,21,"Mar 13, 2017",2015,Karl-Anthony Towns,C,2016-2017,1,Minnesota Timberwolves,111,Golden State Warriors,2017
1065,26,"Mar 6, 2017",2011,Kemba Walker,G,2016-2017,5,Charlotte Hornets,83,Golden State Warriors,2017
1066,25,"Mar 6, 2017",2011,Kawhi Leonard,F,2016-2017,5,San Antonio Spurs,104,Golden State Warriors,2017
1067,32,"Feb 13, 2017",2003,LeBron James,F,2016-2017,13,Cleveland Cavaliers,113,Golden State Warriors,2017
1068,27,"Feb 13, 2017",2009,Blake Griffin,PF,2016-2017,7,Los Angeles Clippers,114,Golden State Warriors,2017
1069,28,"Feb 6, 2017",2011,Isaiah Thomas,PG,2016-2017,5,Boston Celtics,84,Golden State Warriors,2017
1070,28,"Feb 6, 2017",2009,Stephen Curry,G,2016-2017,7,Golden State Warriors,86,Golden State Warriors,2017
1071,25,"Jan 30, 2017",2012,Dion Waiters,SG,2016-2017,4,Miami Heat,100,Golden State Warriors,2017
1072,26,"Jan 30, 2017",2010,DeMarcus Cousins,C,2016-2017,6,Sacramento Kings,122,Golden State Warriors,2017
1073,22,"Jan 23, 2017",2014,Joel Embiid,C,2016-2017,2,Philadelphia Sixers,113,Golden State Warriors,2017
1074,25,"Jan 23, 2017",2011,Kawhi Leonard,F,2016-2017,5,San Antonio Spurs,104,Golden State Warriors,2017
1075,27,"Jan 16, 2017",2009,DeMar DeRozan,GF,2016-2017,7,Toronto Raptors,100,Golden State Warriors,2017
1076,26,"Jan 16, 2017",2010,Gordon Hayward,GF,2016-2017,6,Utah Jazz,102,Golden State Warriors,2017
1077,27,"Jan 9, 2017",2011,Jimmy Butler,GF,2016-2017,5,Chicago Bulls,105,Golden State Warriors,2017
1078,28,"Jan 9, 2017",2009,Stephen Curry,G,2016-2017,7,Golden State Warriors,86,Golden State Warriors,2017
1079,26,"Jan 2, 2017",2010,John Wall,PG,2016-2017,6,Washington Wizards,95,Golden State Warriors,2017
1080,27,"Jan 2, 2017",2009,James Harden,SG,2016-2017,7,Houston Rockets,100,Golden State Warriors,2017
1081,28,"Dec 26, 2016",2011,Isaiah Thomas,PG,2016-2017,5,Boston Celtics,84,Golden State Warriors,2017
1082,28,"Dec 26, 2016",2008,Russell Westbrook,G,2016-2017,8,Oklahoma City Thunder,91,Golden State Warriors,2017
1083,27,"Dec 19, 2016",2009,DeMar DeRozan,GF,2016-2017,7,Toronto Raptors,100,Golden State Warriors,2017
1084,27,"Dec 19, 2016",2009,James Harden,SG,2016-2017,7,Houston Rockets,100,Golden State Warriors,2017
1085,32,"Dec 12, 2016",2003,LeBron James,F,2016-2017,13,Cleveland Cavaliers,113,Golden State Warriors,2017
1086,32,"Dec 12, 2016",2007,Marc Gasol,C,2016-2017,8,Memphis Grizzlies,116,Golden State Warriors,2017
1087,22,"Dec 5, 2016",2013,Giannis Antetokounmpo,F,2016-2017,3,Milwaukee Bucks,101,Golden State Warriors,2017
1088,28,"Dec 5, 2016",2008,Russell Westbrook,G,2016-2017,8,Oklahoma City Thunder,91,Golden State Warriors,2017
1089,28,"Nov 28, 2016",2008,Kevin Love,FC,2016-2017,8,Cleveland Cavaliers,114,Golden State Warriors,2017
1090,28,"Nov 28, 2016",2007,Kevin Durant,SF,2016-2017,9,Golden State Warriors,109,Golden State Warriors,2017
1091,27,"Nov 21, 2016",2011,Jimmy Butler,GF,2016-2017,5,Chicago Bulls,105,Golden State Warriors,2017
1092,23,"Nov 21, 2016",2012,Anthony Davis,PF,2016-2017,4,New Orleans Pelicans,115,Golden State Warriors,2017
1093,27,"Nov 14, 2016",2009,DeMar DeRozan,GF,2016-2017,7,Toronto Raptors,100,Golden State Warriors,2017
1094,27,"Nov 14, 2016",2009,James Harden,SG,2016-2017,7,Houston Rockets,100,Golden State Warriors,2017
1095,32,"Nov 7, 2016",2003,LeBron James,F,2016-2017,13,Cleveland Cavaliers,113,Golden State Warriors,2017
1096,30,"Nov 7, 2016",2008,George Hill,G,2016-2017,8,Utah Jazz,85,Golden State Warriors,2017
1097,32,"Oct 31, 2016",2003,LeBron James,F,2016-2017,13,Cleveland Cavaliers,113,Golden State Warriors,2017
1098,28,"Oct 31, 2016",2008,Russell Westbrook,G,2016-2017,8,Oklahoma City Thunder,91,Golden State Warriors,2017
1099,21,"Apr 9, 2018",2016,Ben Simmons,PF,2017-2018,1,Philadelphia Sixers,104,Golden State Warriors,2018
1100,23,"Apr 9, 2018",2014,Nikola Jokic,C,2017-2018,2,Denver Nuggets,113,Golden State Warriors,2018
1101,25,"Apr 2, 2018",2013,Victor Oladipo,G,2017-2018,4,Indiana Pacers,95,Golden State Warriors,2018
1102,27,"Apr 2, 2018",2012,Damian Lillard,G,2017-2018,5,Portland Trail Blazers,88,Golden State Warriors,2018
1103,33,"Mar 26, 2018",2003,LeBron James,F,2017-2018,14,Cleveland Cavaliers,113,Golden State Warriors,2018
1104,32,"Mar 26, 2018",2006,LaMarcus Aldridge,FC,2017-2018,11,San Antonio Spurs,118,Golden State Warriors,2018
1105,33,"Mar 19, 2018",2003,LeBron James,F,2017-2018,14,Cleveland Cavaliers,113,Golden State Warriors,2018
1106,29,"Mar 19, 2018",2008,Russell Westbrook,G,2017-2018,9,Oklahoma City Thunder,91,Golden State Warriors,2018
1107,28,"Mar 12, 2018",2009,DeMar DeRozan,GF,2017-2018,8,Toronto Raptors,100,Golden State Warriors,2018
1108,27,"Mar 12, 2018",2012,Damian Lillard,G,2017-2018,5,Portland Trail Blazers,88,Golden State Warriors,2018
1109,28,"Mar 5, 2018",2009,DeMar DeRozan,GF,2017-2018,8,Toronto Raptors,100,Golden State Warriors,2018
1110,24,"Mar 5, 2018",2012,Anthony Davis,PF,2017-2018,5,New Orleans Pelicans,115,Golden State Warriors,2018
1111,23,"Feb 12, 2018",2014,Joel Embiid,C,2017-2018,3,Philadelphia Sixers,113,Golden State Warriors,2018
1112,28,"Feb 12, 2018",2009,James Harden,SG,2017-2018,8,Houston Rockets,100,Golden State Warriors,2018
1113,24,"Feb 5, 2018",2012,Andre Drummond,C,2017-2018,5,Detroit Pistons,127,Golden State Warriors,2018
1114,28,"Feb 5, 2018",2009,James Harden,SG,2017-2018,8,Houston Rockets,100,Golden State Warriors,2018
1115,26,"Jan 29, 2018",2012,Khris Middleton,SF,2017-2018,5,Milwaukee Bucks,106,Golden State Warriors,2018
1116,29,"Jan 29, 2018",2009,Stephen Curry,G,2017-2018,8,Golden State Warriors,86,Golden State Warriors,2018
1117,23,"Jan 22, 2018",2014,Joel Embiid,C,2017-2018,3,Philadelphia Sixers,113,Golden State Warriors,2018
1118,27,"Jan 22, 2018",2012,Damian Lillard,G,2017-2018,5,Portland Trail Blazers,88,Golden State Warriors,2018
1119,31,"Jan 15, 2018",2008,Goran Dragic,G,2017-2018,9,Miami Heat,86,Golden State Warriors,2018
1120,31,"Jan 15, 2018",2005,Lou Williams,G,2017-2018,12,Los Angeles Clippers,79,Golden State Warriors,2018
1121,28,"Jan 8, 2018",2009,DeMar DeRozan,GF,2017-2018,8,Toronto Raptors,100,Golden State Warriors,2018
1122,29,"Jan 8, 2018",2009,Stephen Curry,G,2017-2018,8,Golden State Warriors,86,Golden State Warriors,2018
1123,24,"Jan 2, 2018",2012,Bradley Beal,SG,2017-2018,5,Washington Wizards,94,Golden State Warriors,2018
1124,31,"Jan 2, 2018",2005,Lou Williams,G,2017-2018,12,Los Angeles Clippers,79,Golden State Warriors,2018
1125,28,"Dec 26, 2017",2009,DeMar DeRozan,GF,2017-2018,8,Toronto Raptors,100,Golden State Warriors,2018
1126,29,"Dec 26, 2017",2008,Russell Westbrook,G,2017-2018,9,Oklahoma City Thunder,91,Golden State Warriors,2018
1127,33,"Dec 18, 2017",2003,LeBron James,F,2017-2018,14,Cleveland Cavaliers,113,Golden State Warriors,2018
1128,32,"Dec 18, 2017",2005,Chris Paul,PG,2017-2018,12,Houston Rockets,79,Golden State Warriors,2018
1129,25,"Dec 11, 2017",2013,Victor Oladipo,G,2017-2018,4,Indiana Pacers,95,Golden State Warriors,2018
1130,29,"Dec 11, 2017",2007,Kevin Durant,SF,2017-2018,10,Golden State Warriors,109,Golden State Warriors,2018
1131,33,"Dec 4, 2017",2003,LeBron James,F,2017-2018,14,Cleveland Cavaliers,113,Golden State Warriors,2018
1132,28,"Dec 4, 2017",2009,James Harden,SG,2017-2018,8,Houston Rockets,100,Golden State Warriors,2018
1133,31,"Nov 27, 2017",2008,Goran Dragic,G,2017-2018,9,Miami Heat,86,Golden State Warriors,2018
1134,24,"Nov 27, 2017",2012,Anthony Davis,PF,2017-2018,5,New Orleans Pelicans,115,Golden State Warriors,2018
1135,28,"Nov 20, 2017",2009,DeMar DeRozan,GF,2017-2018,8,Toronto Raptors,100,Golden State Warriors,2018
1136,22,"Nov 20, 2017",2015,Karl-Anthony Towns,C,2017-2018,2,Minnesota Timberwolves,111,Golden State Warriors,2018
1137,25,"Nov 13, 2017",2011,Tobias Harris,F,2017-2018,6,Detroit Pistons,107,Golden State Warriors,2018
1138,23,"Nov 13, 2017",2014,Nikola Jokic,C,2017-2018,2,Denver Nuggets,113,Golden State Warriors,2018
1139,22,"Nov 6, 2017",2015,Kristaps Porzingis,FC,2017-2018,2,New York Knicks,109,Golden State Warriors,2018
1140,28,"Nov 6, 2017",2009,James Harden,SG,2017-2018,8,Houston Rockets,100,Golden State Warriors,2018
1141,25,"Oct 30, 2017",2013,Victor Oladipo,G,2017-2018,4,Indiana Pacers,95,Golden State Warriors,2018
1142,27,"Oct 30, 2017",2010,DeMarcus Cousins,C,2017-2018,7,New Orleans Pelicans,122,Golden State Warriors,2018
1143,23,"Oct 23, 2017",2013,Giannis Antetokounmpo,F,2017-2018,4,Milwaukee Bucks,101,Golden State Warriors,2018
1144,28,"Oct 23, 2017",2009,James Harden,SG,2017-2018,8,Houston Rockets,100,Golden State Warriors,2018
